"page_s";"artiste";"oeuvre";"langue";"chemin_local";"categorie";"format";"taille_octets";"taille_lisible";"utilisation_actuelle";"sources_reference";"statut";"groupe_doublon";"reference_cassee";"identifiant_propose";"portee";"chemin_cible_r2";"sha256"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/artworks/mona-lisa/media/centuries-behind-glass.mp3";"audio";"mp3";"744610";"727,16 Ko";"Référencé par 2 fichier(s) source.";"content/paintings/mona-lisa.json | scripts/gallery-vr.js";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/audio/centuries-behind-glass.mp3";"74C6BC1A512931127A053864614C432A7D6BE48F34DDF8580127F5A23EEF4753"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"en";"assets/artists/leonardo-da-vinci/artworks/mona-lisa/media/inside-the-mona-lisa-1m40-en.m4a";"audio";"m4a";"3235229";"3,09 Mo";"Référencé par 1 fichier(s) source.";"content/paintings/mona-lisa.json";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/audio/en/inside-the-mona-lisa-1m40-en.m4a";"5B0C49C9EC57439220BB37D8FA51F59D08571656027A98038CD6CFADE6650A33"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"fr";"assets/artists/leonardo-da-vinci/artworks/mona-lisa/media/inside-the-mona-lisa-1m46-fr.m4a";"audio";"m4a";"3439918";"3,28 Mo";"Référencé par 1 fichier(s) source.";"content/paintings/mona-lisa.json";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/audio/fr/inside-the-mona-lisa-1m46-fr.m4a";"7992A0F8ACD025BCE34107B7BE33F08950C7922C247B014797D937FE131E0A42"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"fr";"assets/artists/leonardo-da-vinci/artworks/mona-lisa/media/la-joconde-s-évade.mp3";"audio";"mp3";"744610";"727,16 Ko";"Référencé par 2 fichier(s) source.";"content/paintings/mona-lisa.json | scripts/gallery-vr.js";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/audio/fr/la-joconde-s-évade.mp3";"62EACB47AA213938340A3C2BF50BA21965E089342FAB51B664DC4977D0DA70C1"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | print-target.html | space.html | vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"en";"assets/artists/leonardo-da-vinci/artworks/mona-lisa/media/mona-lisa-en.mp3";"audio";"mp3";"21228074";"20,24 Mo";"Référencé par 3 fichier(s) source.";"content/paintings/mona-lisa.json | index.html | print-target.html";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/audio/en/mona-lisa-en.mp3";"9AE21C4EBB8481A3604EF154DB93794A5B167BC8E7F9C1AB477D79DA3FB59918"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | print-target-fr.html | space.html | vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"fr";"assets/artists/leonardo-da-vinci/artworks/mona-lisa/media/mona-lisa-fr.mp3";"audio";"mp3";"17915747";"17,09 Mo";"Référencé par 3 fichier(s) source.";"content/paintings/mona-lisa.json | index-fr.html | print-target-fr.html";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/audio/fr/mona-lisa-fr.mp3";"E68A4EF57CEB37B01CE214FC6C18C4B47CC52C014953ACE0EA1823B8F404BB46"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"ar";"assets/artists/leonardo-da-vinci/artworks/mona-lisa/media/الموناليزا-لغز-الابتسامة-والسرقة-والرموش-المفقودة.mp3";"audio";"mp3";"24294374";"23,17 Mo";"Référencé par 2 fichier(s) source.";"content/paintings/mona-lisa.json | scripts/print-ar.js";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/audio/ar/الموناليزا-لغز-الابتسامة-والسرقة-والرموش-المفقودة.mp3";"4A3D27326CFC51FD45FAD02397F6B7ED60A3AE3C673CE8F13A03A6D24990AB28"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"ar";"assets/artists/leonardo-da-vinci/artworks/mona-lisa/media/رقصة-خلف-الإطار.mp3";"audio";"mp3";"744610";"727,16 Ko";"Référencé par 2 fichier(s) source.";"content/paintings/mona-lisa.json | scripts/gallery-vr.js";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/audio/ar/رقصة-خلف-الإطار.mp3";"60CE16017197D466C2E20E2F1976A56BEE0C593B03141F2E707136FF5E1EA3A3"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"neutre-ou-inconnu";"assets/targets/mona-lisa.mind";"cible-ar";"mind";"1113816";"1,06 Mo";"Référencé par 2 fichier(s) source.";"content/paintings/mona-lisa.json | README.md";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/ar/mona-lisa.mind";"2358DF81EF8DB609D6FBB695E6CC2CA32415A780C70B88845271312C4163463F"
"book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/artworks/mona-lisa/images/davinci-monalisa.png";"image";"png";"8810835";"8,40 Mo";"Référencé par 6 fichier(s) source.";"index-ar.html | index-fr.html | index.html | scripts/book-3d.js | scripts/gallery-vr.js | scripts/print-leonardo-tribute.js";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/images/davinci-monalisa.png";"6CFFE8AE0B5D8DAC4106843AA4C96DE62AEEC3885A699D1AB936151884CBED98"
"book-3d.html | gallery-vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/artworks/mona-lisa/images/mona-lisa-out-of-frame.png";"image";"png";"8119057";"7,74 Mo";"Référencé par 2 fichier(s) source.";"scripts/book-3d.js | scripts/gallery-vr.js";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/images/mona-lisa-out-of-frame.png";"0E8DDC7A54615F9B6498EC1D23B75955DA2B54559A2EEF86F5451FBD2B9BCD7F"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | print-target-fr.html | print-target.html | space.html | vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/artworks/mona-lisa/images/mona-lisa.jpg";"image";"jpg";"2762651";"2,63 Mo";"Référencé par 6 fichier(s) source.";"content/paintings/mona-lisa.json | docs/art-book-concept.md | print-target-fr.html | print-target.html | README.md | scripts/print-ar.js";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/images/mona-lisa.jpg";"473D649A195C65F3E7DD57F5FA6BFAB33132464D303CAC4EFEFA51A8DD41002E"
"book-3d.html | gallery-vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/artworks/mona-lisa/images/monalisa-t.png";"image";"png";"784592";"766,20 Ko";"Référencé par 2 fichier(s) source.";"scripts/book-3d.js | scripts/gallery-vr.js";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/images/monalisa-t.png";"31DAABED078579E5F0876595ADDCE699988AA487C992ACAED9609B860FBC9287"
"";"Léonard de Vinci";"La Joconde / Mona Lisa";"neutre-ou-inconnu";"assets/artists/paintings_images/davinci/davinci_monalisa.png";"image";"png";"2461610";"2,35 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"doublon-binaire";"D004";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/images/davinci_monalisa.png";"4F745DBBB8C11B41CA8AA4E15610FBE31AE3A8BB0B06BEF87C7CF27738EC400C"
"print-target.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"ar";"assets/qr/mona-lisa-ar-en.png";"image";"png";"2683";"2,62 Ko";"Référencé par 1 fichier(s) source.";"print-target.html";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/images/mona-lisa-ar-en.png";"BFAA8AB6BD854DE513BC15C3BE87219A5B77687CAAF8D8915E890C3719170A5D"
"print-target-fr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"ar";"assets/qr/mona-lisa-ar-fr.png";"image";"png";"2680";"2,62 Ko";"Référencé par 1 fichier(s) source.";"print-target-fr.html";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/images/mona-lisa-ar-fr.png";"71E3010FB6F5F81459E9A70BBC1212779594094B7513BCE3E49AFF5CA4B734E0"
"print-target.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"en";"assets/qr/mona-lisa-audio-en.png";"image";"png";"1311";"1,28 Ko";"Référencé par 1 fichier(s) source.";"print-target.html";"doublon-binaire";"D002";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/images/mona-lisa-audio-en.png";"317892B25B0FEDC02EA42A2F3F417ED5CC326579AFB12D78AFFD0435943E5DE9"
"print-target-fr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"fr";"assets/qr/mona-lisa-audio-fr.png";"image";"png";"1283";"1,25 Ko";"Référencé par 1 fichier(s) source.";"print-target-fr.html";"doublon-binaire";"D008";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/images/mona-lisa-audio-fr.png";"C9FB73E1A0DF8C5BBC934D7AE58D4B2A2493B38752AABD845FA4BF0F9E326A3A"
"print-target.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"en";"assets/qr/mona-lisa-space-en.png";"image";"png";"2679";"2,62 Ko";"Référencé par 1 fichier(s) source.";"print-target.html";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/images/mona-lisa-space-en.png";"EBB7067A7A5CB2CF6BE2B2911C9ED3BCAD40EC6F7B647A35FFCF81F602A8C30B"
"print-target-fr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"fr";"assets/qr/mona-lisa-space-fr.png";"image";"png";"2681";"2,62 Ko";"Référencé par 1 fichier(s) source.";"print-target-fr.html";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/images/mona-lisa-space-fr.png";"55264FC49E6122C1B9AC52A43251E724C8274196ED9BBBA4773109E4EB17A66E"
"gallery-vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"neutre-ou-inconnu";"assets/shared/reimagined-gallery/mona-lisa_out.png";"image";"png";"1441836";"1,38 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/images/mona-lisa_out.png";"42EC2BEDB04D6818FD73E81ABBBAD0FBBB827C4CEC5A8722C73A43D1A1C2DAEA"
"gallery-vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"neutre-ou-inconnu";"assets/shared/reimagined-gallery/Monalisa-Davinci.png";"image";"png";"2913898";"2,78 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/images/Monalisa-Davinci.png";"4AA03E84F689502687C6A6D15BEB646B34D3ECC4AA5164140E45D1CF5B19364A"
"gallery-vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"neutre-ou-inconnu";"assets/shared/reimagined-gallery/Monalisa-louvre-1.png";"image";"png";"2277244";"2,17 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/images/Monalisa-louvre-1.png";"683EA5F7EBF8EEA7EE20D9492112B3F59C976C729698B258D3D95F38E1F11567"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/artworks/mona-lisa/models/davinci-monalisa-c.glb";"modele-3d";"glb";"5106132";"4,87 Mo";"Référencé par 2 fichier(s) source.";"content/paintings/mona-lisa.json | scripts/gallery-vr.js";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/models/davinci-monalisa-c.glb";"05BC531BA139075A0BC6C1DA24B10F76919DD0406826294A01C05F34A3BC4ED1"
"gallery-vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/artworks/mona-lisa/models/davinci-painting-mona.glb";"modele-3d";"glb";"7054032";"6,73 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/models/davinci-painting-mona.glb";"3C736929A6F64B886C583CBD007AF258FCAD87A320D6290ACE266BF365166256"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/artworks/mona-lisa/models/mona-lisa-out-of-frame-c.glb";"modele-3d";"glb";"10357732";"9,88 Mo";"Référencé par 1 fichier(s) source.";"content/paintings/mona-lisa.json";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/models/mona-lisa-out-of-frame-c.glb";"E33267D8A599A805EB5931758211E8A4F3279772159CFC606A2A3248B9FDCD2B"
"gallery-vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/artworks/mona-lisa/models/mona-lisa-standing-c.glb";"modele-3d";"glb";"9178112";"8,75 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/models/mona-lisa-standing-c.glb";"50E3E7A80C594CB65163AEA19957FF77EFFFE2CA5FA1F16F498E8E23EBC6C4D5"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/artworks/mona-lisa/models/mona-lisa.glb";"modele-3d";"glb";"21712828";"20,71 Mo";"Référencé par 3 fichier(s) source.";"content/paintings/mona-lisa.json | docs/art-book-concept.md | README.md";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/models/mona-lisa.glb";"E6BA50EC299B15E8DD704CD4763163ED3F60E96A7D248A78DD0DE8CC769F8989"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/artworks/mona-lisa/models/monalisa-framed-c.glb";"modele-3d";"glb";"5052400";"4,82 Mo";"Référencé par 1 fichier(s) source.";"content/paintings/mona-lisa.json";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/models/monalisa-framed-c.glb";"FBACDA8F57E5CC88AAE26F890D0AD57D01975D4B2BE2D7A4BB4715EB4EA9EB59"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/artworks/mona-lisa/models/monalisa-tableau-c.glb";"modele-3d";"glb";"10322332";"9,84 Mo";"Référencé par 1 fichier(s) source.";"content/paintings/mona-lisa.json";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/models/monalisa-tableau-c.glb";"3A914B7176CA5DEA169B6119EFF5E8EBA6169449E18A4DA19292DCAB7396E426"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"neutre-ou-inconnu";"assets/animations/artdaci-Mona_Lisa_animation.mp4";"video";"mp4";"2845975";"2,71 Mo";"Référencé par 1 fichier(s) source.";"content/paintings/mona-lisa.json";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/videos/artdaci-Mona_Lisa_animation.mp4";"A763EADDBDE4B73E4C0175F6C394ECEA235E479D675281EF0E119CCC3E317C2B"
"gallery-vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/artworks/mona-lisa/media/davinci-monalisa-paris.mp4";"video";"mp4";"11882408";"11,33 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/videos/davinci-monalisa-paris.mp4";"206B4E4087AADAD4E35241C3ED98ED3E515F73B9753A4B0787814CBE7D19102F"
"gallery-vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/artworks/mona-lisa/media/davinci-painting-monalisa.mp4";"video";"mp4";"4183982";"3,99 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/videos/davinci-painting-monalisa.mp4";"E64FC30D7EF7B8764E28506592A4416BE1D2B94C0A5AC5FFC0B69F102FBBC612"
"gallery-vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/artworks/mona-lisa/media/dv2.mp4";"video";"mp4";"10018410";"9,55 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/videos/dv2.mp4";"4F3CE684F6350C6083D26380B78A4DFA006AF68F64E8675DA52F27A7469A530F"
"gallery-vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/artworks/mona-lisa/media/m2vmg.mp4";"video";"mp4";"21524198";"20,53 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/videos/m2vmg.mp4";"A99C8BA95D8ACCA50F91A3521BA1ADFCC17AEFC544FA62A4F3CF56BD28BE87C0"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Léonard de Vinci";"La Joconde / Mona Lisa";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/artworks/mona-lisa/media/mona-lisa-video.mp4";"video";"mp4";"5689746";"5,43 Mo";"Référencé par 2 fichier(s) source.";"content/paintings/mona-lisa.json | scripts/gallery-vr.js";"reference";"";"non";"ld01";"oeuvre";"https://media.artdaci.com/artworks/ld01/videos/mona-lisa-video.mp4";"99A501C1BF4AB435DF34AA079B1C0CE9663A5EE7C1214F1E835E0B4EFDA63719"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"ar";"assets/artists/leonardo-da-vinci/supporters/music/davinci-françois-منك-المداد.mp3";"audio";"mp3";"744608";"727,16 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/artists/leonardo-da-vinci/supporters/music/davinci-françois-منك-المداد.mp3";"BABE0B48CFB91626E46023E5A669D414C34CED5DB53F3BEF14EBB4A617651B28"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/supporters/music/davinci-françois1-sous-le-sceau-royal.mp3";"audio";"mp3";"742102";"724,71 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/artists/leonardo-da-vinci/supporters/music/davinci-françois1-sous-le-sceau-royal.mp3";"2ADE94DD2244B55A5408783E69182BD1C0DB8480E0915C484519C99010EA68E8"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/supporters/music/davinci-study-in-grace.mp3";"audio";"mp3";"744608";"727,16 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/artists/leonardo-da-vinci/supporters/music/davinci-study-in-grace.mp3";"DF1161332C1592FBD46DF962330DC6A6AF5E86ED0BFA206B0F8D58172FC055E1"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/targets/louvre_museum.mind";"cible-ar";"mind";"862011";"841,81 Ko";"Référencé par 1 fichier(s) source.";"content/museums/louvre.json";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/targets/louvre_museum.mind";"5213A0560D45D9039DB5B93C09EFF57EE7ED2104CFB969B9F25FB02074C4A97C"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/collection/mana-lisa-davici.webp";"image";"webp";"227532";"222,20 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/artists/leonardo-da-vinci/collection/mana-lisa-davici.webp";"D437E03B9852EE5BADDB4479A9BFEBDB62CABC4DA4EC257476B614B2CE944C61"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/profile/portrait.png";"image";"png";"2889492";"2,76 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/artists/leonardo-da-vinci/profile/portrait.png";"5F093A73631BB2E3BFCDFCE95B64A40AAB1E32048B3525CE187273ED1488F00A"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/supporters/images/davinci-françois1er-2.png";"image";"png";"2500371";"2,38 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/artists/leonardo-da-vinci/supporters/images/davinci-françois1er-2.png";"2C36F77BA03ED3A754BB5678D4884777334C6F0D15F98685837BDD3DF9C17F3E"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/supporters/images/davinci-françois1er.png";"image";"png";"2216099";"2,11 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/artists/leonardo-da-vinci/supporters/images/davinci-françois1er.png";"F834FE22F934F13DCE37F0468575B19A2CCE8902976370752CC4A20CD4399E47"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"ar";"assets/artists/leonardo-da-vinci/supporters/timelines/leonardo-and-françois-i-renaissance-journey-ar.png";"image";"png";"3266354";"3,12 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/artists/leonardo-da-vinci/supporters/timelines/leonardo-and-françois-i-renaissance-journey-ar.png";"7EE04EE9A3FB3E45814EC43440E9E869181A0A7398A7A18B73C15236654DD24F"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"en";"assets/artists/leonardo-da-vinci/supporters/timelines/leonardo-and-françois-i-renaissance-journey-en.png";"image";"png";"3012525";"2,87 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/artists/leonardo-da-vinci/supporters/timelines/leonardo-and-françois-i-renaissance-journey-en.png";"D31794866CB24716BC6C8F9231EF427A8BE5B7BDE31060484508BB28F025F439"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"fr";"assets/artists/leonardo-da-vinci/supporters/timelines/leonardo-and-françois-i-renaissance-journey-fr.png";"image";"png";"3202715";"3,05 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/artists/leonardo-da-vinci/supporters/timelines/leonardo-and-françois-i-renaissance-journey-fr.png";"C4CF4C9E1BC4E6607DA0B3A5875B1D8D7034D0A7238AA1D4065DD1194CC5031B"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"ar";"assets/artists/paintings_images/davinci/6_masterpices/davinci_6_masterpieces_ar.png";"image";"png";"2356600";"2,25 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/artists/paintings_images/davinci/6_masterpices/davinci_6_masterpieces_ar.png";"4FB59745F909D5A75EA43B1BC240BC98163720DB1A6E5173796592B49A540027"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"fr";"assets/artists/paintings_images/davinci/6_masterpices/davinci_6_masterpieces_fr.png";"image";"png";"2426184";"2,31 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/artists/paintings_images/davinci/6_masterpices/davinci_6_masterpieces_fr.png";"BE4940F7C4375E913A6143BF26D65D8B9D169776E7A93AAF769476BDE25C2CC0"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"en";"assets/artists/paintings_images/davinci/6_masterpices/davinci_8_masterpieces_en.png";"image";"png";"2417810";"2,31 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/artists/paintings_images/davinci/6_masterpices/davinci_8_masterpieces_en.png";"7EC226481D34ADD54B87F8105B3D9D07C1B0BD10D5BCBC9489E2CF7499853BD4"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/artists/paintings_images/davinci/davinci_6_paintings.png";"image";"png";"2589170";"2,47 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/artists/paintings_images/davinci/davinci_6_paintings.png";"40AA4CA6A8F071D101C874D6289850E5BD794069F2D1676AA45B6E5EE1525E4E"
