"page_s";"artiste";"oeuvre";"langue";"chemin_local";"categorie";"format";"taille_octets";"taille_lisible";"utilisation_actuelle";"sources_reference";"statut";"groupe_doublon";"reference_cassee";"identifiant_propose";"portee";"chemin_cible_r2";"sha256"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/artists/paintings_images/davinci/main.png";"image";"png";"2461610";"2,35 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"doublon-binaire";"D004";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/artists/paintings_images/davinci/main.png";"4F745DBBB8C11B41CA8AA4E15610FBE31AE3A8BB0B06BEF87C7CF27738EC400C"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"ar";"assets/environments/gallery/images/Louvre/louvre_building_plan/copies/louvre_building_plan_ar.png";"image";"png";"2670342";"2,55 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Louvre/louvre_building_plan/copies/louvre_building_plan_ar.png";"3EC3792A878171CB3198DDF7EC93498088F85F0B6DA0A3028CCDD6753C08BD2B"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"en";"assets/environments/gallery/images/Louvre/louvre_building_plan/copies/louvre_building_plan_en.png";"image";"png";"2661663";"2,54 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Louvre/louvre_building_plan/copies/louvre_building_plan_en.png";"23C96CCF5130332E8AD10634D6416AD59382F92133BF07DF4ABC990B7D114AA5"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"fr";"assets/environments/gallery/images/Louvre/louvre_building_plan/copies/louvre_building_plan_fr.png";"image";"png";"2424604";"2,31 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Louvre/louvre_building_plan/copies/louvre_building_plan_fr.png";"F896A3A15F209643498C84FEF4AD5C0EBEA71199CD8162E3AB04269679DBF09B"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"ar";"assets/environments/gallery/images/Louvre/louvre_building_plan/louvre_building_plan_ar.png";"image";"png";"1981034";"1,89 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Louvre/louvre_building_plan/louvre_building_plan_ar.png";"88A9D651D086B7404FBA0F91D24B4F0AA42EE6214612AC8F501254046548D13E"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"en";"assets/environments/gallery/images/Louvre/louvre_building_plan/louvre_building_plan_en.png";"image";"png";"2338250";"2,23 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Louvre/louvre_building_plan/louvre_building_plan_en.png";"8591007E6F0F50C48CEA771ECF16309A9697F23985682617F478C12F20EFDDAD"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/images/Louvre/louvre_building_plan/louvre_building_plan_ffr.png";"image";"png";"2439114";"2,33 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Louvre/louvre_building_plan/louvre_building_plan_ffr.png";"CFB088F21FD0C00BD5ACA2AA76B65B235F5A1B9A1E0E805C08DED7951843056B"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/images/Louvre/louvre_building_plan/louvre_façade.png";"image";"png";"2622366";"2,50 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Louvre/louvre_building_plan/louvre_façade.png";"8AE06184078137533A25BD510AD5C311F9020A9440D6B7A3679277C147002E00"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/images/Louvre/louvre_building_plan/Louvre_museum_legende.png";"image";"png";"2941764";"2,81 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Louvre/louvre_building_plan/Louvre_museum_legende.png";"66171A63A41597CC6505C8B3BCD6179CB6F32CC56706A8E35D2E94B4C48DBCD6"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/images/Louvre/louvre_building_plan/Louvre_museum.png";"image";"png";"2821132";"2,69 Mo";"Référencé par 1 fichier(s) source.";"content/museums/louvre.json";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Louvre/louvre_building_plan/Louvre_museum.png";"85BB334585EBBEFD9030281094DB3714E6B0B7954AE1931EE7936FE8F55FDE99"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/images/Louvre/louvre_building/louvre_droit.png";"image";"png";"1418349";"1,35 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Louvre/louvre_building/louvre_droit.png";"D1415B93E81EB7EE9AD1E1B74729CC2D53CD3299ABC1AAEC477603FD3B30C1C7"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/images/Louvre/louvre_building/louvre_face.png";"image";"png";"2584376";"2,46 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Louvre/louvre_building/louvre_face.png";"C569740AA4F4751D0B4F3A14587047C6EB10FEF669CA5B6D3FFDB2BA9B3B67A0"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/images/Louvre/louvre_building/louvre_gauche.png";"image";"png";"2366795";"2,26 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Louvre/louvre_building/louvre_gauche.png";"F9604552DBE43BFD19378A54B9BFE6D5C6838BD8DA7314FF20064D3CFBCC157B"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/images/Louvre/louvre_building/louvre-in-parijs-paris-1-scaled.webp";"image";"webp";"339678";"331,72 Ko";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Louvre/louvre_building/louvre-in-parijs-paris-1-scaled.webp";"BCF7211E1D1C770FC860F6BE3929B148639E635B714D41724CCB593E17E2FE08"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/images/Louvre/louvre_building/Lovre-ciel.webp";"image";"webp";"637224";"622,29 Ko";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Louvre/louvre_building/Lovre-ciel.webp";"C1180E954D82324E0DEC9A108D34D5CCFC833790E8387A58647911EEF3D3AEC7"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/images/Louvre/louvre_building/Nouveau dossier/louvre_face.png";"image";"png";"2432508";"2,32 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"doublon-binaire";"D009";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Louvre/louvre_building/Nouveau dossier/louvre_face.png";"E69CB05560567EE39BA99FCE566AC8B562CD75FB885CBC440946C59612E6DA90"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/images/Louvre/louvre_building/Nouveau dossier/louvre_faceeee.png";"image";"png";"2432508";"2,32 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"doublon-binaire";"D009";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Louvre/louvre_building/Nouveau dossier/louvre_faceeee.png";"E69CB05560567EE39BA99FCE566AC8B562CD75FB885CBC440946C59612E6DA90"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"ar";"assets/environments/gallery/images/Louvre/louvre_timeline/louvre_timeline_ar.png";"image";"png";"2768051";"2,64 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Louvre/louvre_timeline/louvre_timeline_ar.png";"248854059B390BCB1527887396ABB449BB91C3197807FE1314D2450732C0DCC9"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"en";"assets/environments/gallery/images/Louvre/louvre_timeline/louvre_timeline_en.png";"image";"png";"2719990";"2,59 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Louvre/louvre_timeline/louvre_timeline_en.png";"18AD933079CE357C517FFAE083BEE7148FDF715E1CB51B31E08F03C351967879"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"fr";"assets/environments/gallery/images/Louvre/louvre_timeline/louvre_timeline_fr.png";"image";"png";"2832772";"2,70 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Louvre/louvre_timeline/louvre_timeline_fr.png";"5F01E9A81684826D761232BEDBDC28C0BC3CA1C46B134DE099DE853CCD537C75"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/images/Louvre/Louvre-arrière.png";"image";"png";"9471829";"9,03 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Louvre/Louvre-arrière.png";"97C0E62E12444B10B4678DE363333B33EF05D3C5D8AEEDA5F60DC37D59EDF1E6"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/images/Louvre/Louvre-droite.png";"image";"png";"9140149";"8,72 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Louvre/Louvre-droite.png";"5B6B47F195D2E8409E3D529807C1AF94A6D876667E940F9EDB9E3A99C1183E18"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/images/Louvre/Louvre-gauche.png";"image";"png";"9250466";"8,82 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/images/Louvre/Louvre-gauche.png";"BC995B8FBA4580B99025D895544ACD70DCB691AA54BE56F96150C06C39E061D4"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/shared/groups/DVVM_Louvre.png";"image";"png";"2821409";"2,69 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/shared/groups/DVVM_Louvre.png";"7F279D5C553F89AF0DC79F43A76403421F1474C8632B890F338AECD97437BEF0"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/reimagined/models/davinci-françois1er.glb";"modele-3d";"glb";"6731680";"6,42 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/artists/leonardo-da-vinci/reimagined/models/davinci-françois1er.glb";"97F5572D6D17EB137B0FEBB408562BC7621D1240B7D30A1AFDE80F13BBA10128"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/artists/leonardo-da-vinci/reimagined/models/davinci-standing-c.glb";"modele-3d";"glb";"3107640";"2,96 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/artists/leonardo-da-vinci/reimagined/models/davinci-standing-c.glb";"528034C1A7A2CD1D6A3B86CA4CBE250FA9ECA95AB793D866630CB59240B8B18F"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/models/banc-louvre_c.glb";"modele-3d";"glb";"1709000";"1,63 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/models/banc-louvre_c.glb";"EC5F9070DB35B41800B9ABF8656B837C9E2281047B995BE8602663FD9795AE92"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/models/Louvre_arrière_c.glb";"modele-3d";"glb";"4941536";"4,71 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/models/Louvre_arrière_c.glb";"C9FC8BFEB75A7FF23A1F7B95E84984AA28DBF7B99906F3A2764E74A32AE67A4A"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/models/Louvre_droit_c.glb";"modele-3d";"glb";"7832084";"7,47 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/models/Louvre_droit_c.glb";"F9312FDEC8F43CAC7AF19B17DCC15873EA326429F41FFF486E484ADA700BFBA2"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/models/Louvre_facade_c.glb";"modele-3d";"glb";"4805244";"4,58 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/models/Louvre_facade_c.glb";"2B17C69B8099B8B6B5C8A05AB6E7EC0198D5DF4A53AE70997561448CBC1A9A62"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/models/museums/Louvre_museum_c3.glb";"modele-3d";"glb";"11217452";"10,70 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/models/museums/Louvre_museum_c3.glb";"9D4AEB1F1AFD340BC29FA733A2125CA0BB0EB8B9D9E88C3AB73D667BD2477A4E"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/models/museums/louvre_pyramids.glb";"modele-3d";"glb";"77702584";"74,10 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/models/museums/louvre_pyramids.glb";"F46D75ACA35E376AFFA06D29027FB398B4E58966D85328266585FE7812650C4A"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/models/museums/Louvre-complet_c.glb";"modele-3d";"glb";"28246200";"26,94 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/models/museums/Louvre-complet_c.glb";"582437130C45229F2DABC3FEC7D0C49FF2DB8E1308A9F7803A2E2D992C6DAE97"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/models/museums/Louvre-d_c.glb";"modele-3d";"glb";"20045632";"19,12 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"doublon-binaire";"D007";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/models/museums/Louvre-d_c.glb";"A164E5FC63EEEC4FD04CE08ECCCD08F01B572A15B55B22787C27D607D41064CD"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/models/museums/Louvre-f_c.glb";"modele-3d";"glb";"20045632";"19,12 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"doublon-binaire";"D007";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/models/museums/Louvre-f_c.glb";"A164E5FC63EEEC4FD04CE08ECCCD08F01B572A15B55B22787C27D607D41064CD"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/models/museums/Louvre-full_c.glb";"modele-3d";"glb";"27600444";"26,32 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/models/museums/Louvre-full_c.glb";"D8B2DDCEC0294E44A3E6BE583B1044C92D929E8925B1916B8BADB1FA2F2A3DB9"
"gallery-vr.html";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/models/museums/Louvre-full-joint_c.glb";"modele-3d";"glb";"26585952";"25,35 Mo";"Référencé par 2 fichier(s) source.";"content/museums/louvre.json | scripts/gallery-vr.js";"reference";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/models/museums/Louvre-full-joint_c.glb";"53A7A014B2C6EEFD6914572AA927C1C61B82620D63EA381CFFCDAF684A638D53"
"";"Léonard de Vinci";"transversal Léonard/Louvre";"neutre-ou-inconnu";"assets/environments/gallery/models/museums/Louvre-g_c.glb";"modele-3d";"glb";"20045632";"19,12 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"ld01-ld06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/models/museums/Louvre-g_c.glb";"AECE399CFDFA9E6AB96F03F6BB0D4F60F46962852802DB847FCF7F84224B7D46"
